identityKey,院校名称,院校专业组代码,专业代码,专业名称,专业类,规范专业类,风险等级,标色建议,组内核心簇,风险说明_严格版
213703+43,上海立信会计金融学院,213703,43,数据计算及应用,数学类,数学类,黄色提示,黄色,计算机软件；数学统计天文,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
802301+04,上海立达学院,802301,04,应用心理学,心理学类,心理学类,黄色提示,黄色,商科管理；文史哲法社,与组内主体距离=3且热度落差较明显。
802301+05,上海立达学院,802301,05,广播电视编导,戏剧与影视学类,戏剧与影视学类,黄色提示,黄色,商科管理；文史哲法社,与组内主体距离=3且热度落差较明显。
802303+13,上海立达学院,802303,13,应用心理学,心理学类,心理学类,黄色提示,黄色,经财金融；商科管理；文史哲法社,与组内主体距离=3且热度落差较明显。
212404+06,上海第二工业大学,212404,06,机械工程,机械类,机械类,黄色提示,黄色,自动化仪器控制；机械智能制造；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
212404+07,上海第二工业大学,212404,07,智能制造工程,机械类,机械类,黄色提示,黄色,自动化仪器控制；机械智能制造；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
212404+13,上海第二工业大学,212404,13,应用统计学,统计学类,统计学类,黄色提示,黄色,自动化仪器控制；机械智能制造；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
211004+14,上海财经大学,211004,14,统计学类,统计学类,统计学类,黄色提示,黄色,数学统计天文；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A-；五轮：A-，有本专业相关博士点，专业水平：国一/国特/双一流/国重；但硬实力不抵消方向/热度落差。
211004+16,上海财经大学,211004,16,数学类,数学类,数学类,黄色提示,黄色,数学统计天文；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A-；五轮：A-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
211006+31,上海财经大学,211006,31,统计学类,统计学类,统计学类,黄色提示,黄色,数学统计天文；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A-；五轮：A-，有本专业相关博士点，专业水平：国一/国特/双一流/国重；但硬实力不抵消方向/热度落差。
211006+32,上海财经大学,211006,32,数学类,数学类,数学类,黄色提示,黄色,数学统计天文；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A-；五轮：A-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
211006+34,上海财经大学,211006,34,统计学,统计学类,统计学类,黄色提示,黄色,数学统计天文；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A-；五轮：A-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
257104+20,上饶师范学院,257104,20,数学与应用数学,数学类,数学类,黄色提示,黄色,电子信息集成电路；材料；农林牧渔；数学统计天文,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国特；但硬实力不抵消方向/热度落差。
257104+21,上饶师范学院,257104,21,数据计算及应用,数学类,数学类,黄色提示,黄色,电子信息集成电路；材料；农林牧渔；数学统计天文,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
410105+09,东北大学,410105,09,数学类,数学类,数学类,黄色提示,黄色,计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
410105+19,东北大学,410105,19,机械类,机械类,机械类,黄色提示,黄色,计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+；五轮：A-，有本专业相关博士点，专业水平：国一/国特/国重/省重；但硬实力不抵消方向/热度落差。
410105+20,东北大学,410105,20,智能制造工程,机械类,机械类,黄色提示,黄色,计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+；五轮：A-，有本专业相关博士点；但硬实力不抵消方向/热度落差。
410105+28,东北大学,410105,28,生物医学工程,生物医学工程类,生物医学工程类,黄色提示,黄色,计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
332203+08,东北大学秦皇岛分校,332203,08,数学类,数学类,数学类,黄色提示,黄色,自动化仪器控制；机械智能制造；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
332203+09,东北大学秦皇岛分校,332203,09,机械类,机械类,机械类,黄色提示,黄色,自动化仪器控制；机械智能制造；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：省一/国特/国重/省重/卓越工程；但硬实力不抵消方向/热度落差。
332203+18,东北大学秦皇岛分校,332203,18,机械电子工程,机械类,机械类,黄色提示,黄色,自动化仪器控制；机械智能制造；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
332203+19,东北大学秦皇岛分校,332203,19,增材制造工程,机械类,机械类,黄色提示,黄色,自动化仪器控制；机械智能制造；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
332205+23,东北大学秦皇岛分校,332205,23,应用统计学,统计学类,统计学类,黄色提示,黄色,计算机软件；电子信息集成电路；数学统计天文,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
420210+10,东北师范大学,420210,10,数据科学,统计学类,统计学类,黄色提示,黄色,计算机软件；数学统计天文；物理力学大气海洋,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A；五轮：A，有本专业相关博士点；但硬实力不抵消方向/热度落差。
430304+09,东北林业大学,430304,09,机械设计制造及其自动化,机械类,机械类,黄色提示,黄色,机械智能制造；电子信息集成电路；生物生工；计算机软件；自动化仪器控制；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
430304+10,东北林业大学,430304,10,农林智能装备工程,机械类,机械类,黄色提示,黄色,机械智能制造；电子信息集成电路；生物生工；计算机软件；自动化仪器控制；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
430304+11,东北林业大学,430304,11,智能制造工程,机械类,机械类,黄色提示,黄色,机械智能制造；电子信息集成电路；生物生工；计算机软件；自动化仪器控制；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
432102+04,东北石油大学,432102,04,过程装备与控制工程,机械类,机械类,黄色提示,黄色,地矿地球物理；自动化仪器控制；计算机软件；电子信息集成电路；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C，有本专业相关博士点，专业水平：国一/国特/卓越工程；但硬实力不抵消方向/热度落差。
210502+12,东华大学,210502,12,生物工程,生物工程类,生物工程类,黄色提示,黄色,化工轻纺,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
210504+30,东华大学,210504,30,数学类,数学类,数学类,黄色提示,黄色,电子信息集成电路；机械智能制造；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
210504+31,东华大学,210504,31,智能制造工程,机械类,机械类,黄色提示,黄色,电子信息集成电路；机械智能制造；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B，有本专业相关博士点；但硬实力不抵消方向/热度落差。
210504+32,东华大学,210504,32,工业设计,机械类,机械类,黄色提示,黄色,电子信息集成电路；机械智能制造；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
210504+33,东华大学,210504,33,机械工程,机械类,机械类,黄色提示,黄色,电子信息集成电路；机械智能制造；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/卓越工程；但硬实力不抵消方向/热度落差。
254101+10,东华理工大学,254101,10,水文与水资源工程,水利类,水利类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
254101+11,东华理工大学,254101,11,环境工程,环境科学与工程类,环境科学与工程类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
254101+22,东华理工大学,254101,22,土木工程,土木类,土木类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
254102+23,东华理工大学,254102,23,数学与应用数学,数学类,数学类,黄色提示,黄色,数学统计天文；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
254103+26,东华理工大学,254103,26,机械工程,机械类,机械类,黄色提示,黄色,机械智能制造；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
110207+15,东南大学,110207,15,集成电路设计与集成系统,电子信息类,电子信息类,黄色提示,黄色,医学医工,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：A；五轮：A+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
110207+16,东南大学,110207,16,计算机类,计算机类,计算机类,黄色提示,黄色,医学医工,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：五轮：A-，有本专业相关博士点，专业水平：国一/国特/双一流/国重/计算机科学拔尖学生培养基地；但硬实力不抵消方向/热度落差。
110211+31,东南大学,110211,31,生物医学工程类,生物医学工程类,生物医学工程类,黄色提示,黄色,电子信息集成电路；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：A+；五轮：A+，有本专业相关博士点，专业水平：国一/国重/省重/双一流；但硬实力不抵消方向/热度落差。
110211+37,东南大学,110211,37,金融工程,金融学类,金融学类,黄色提示,黄色,电子信息集成电路；计算机软件,与信息新工科主体弱相关，需提示。；与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
110215+52,东南大学,110215,52,智能制造工程,机械类,机械类,黄色提示,黄色,能源动力核石油；自动化仪器控制；机械智能制造,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+；五轮：A-，有本专业相关博士点；但硬实力不抵消方向/热度落差。
180210+27,东南大学成贤学院,180210,27,机械设计制造及其自动化,机械类,机械类,黄色提示,黄色,机械智能制造；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
180210+28,东南大学成贤学院,180210,28,智能制造工程,机械类,机械类,黄色提示,黄色,机械智能制造；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
542701+01,东莞理工学院,542701,01,机械设计制造及其自动化,机械类,机械类,黄色提示,黄色,机械智能制造；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一/卓越工程；但硬实力不抵消方向/热度落差。
340208+25,中北大学,340208,25,智能制造工程,机械类,机械类,黄色提示,黄色,电气电力；交通海洋工程；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点；但硬实力不抵消方向/热度落差。
340210+32,中北大学,340210,32,土木工程,土木类,土木类,黄色提示,黄色,环境安全生态；其他/未归类；能源动力核石油,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
530205+13,中南大学,530205,13,数学类,数学类,数学类,黄色提示,黄色,材料；计算机软件；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一/双一流；但硬实力不抵消方向/热度落差。
530205+16,中南大学,530205,16,机械类,机械类,机械类,黄色提示,黄色,材料；计算机软件；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A-；五轮：A-，有本专业相关博士点，专业水平：国一/国特/国重/省重；但硬实力不抵消方向/热度落差。
862003+06,中南林业科技大学涉外学院,862003,06,工业设计,机械类,机械类,黄色提示,黄色,电子信息集成电路；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
862003+07,中南林业科技大学涉外学院,862003,07,数据科学,统计学类,统计学类,黄色提示,黄色,电子信息集成电路；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
520807+26,中南民族大学,520807,26,生物医学工程,生物医学工程类,生物医学工程类,黄色提示,黄色,生物生工；医学医工；其他/未归类；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520609+38,中南财经政法大学,520609,38,统计学类,统计学类,统计学类,黄色提示,黄色,数学统计天文；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
310206+27,中国人民大学,310206,27,统计学类,统计学类,统计学类,黄色提示,黄色,数学统计天文；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A+；五轮：A+，有本专业相关博士点，专业水平：国一/双一流；但硬实力不抵消方向/热度落差。
310206+28,中国人民大学,310206,28,统计学,统计学类,统计学类,黄色提示,黄色,数学统计天文；计算机软件；电子信息集成电路,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A+；五轮：A+，有本专业相关博士点，专业水平：国一/双一流；但硬实力不抵消方向/热度落差。
126505+08,中国人民大学(苏州校区),126505,08,数学与应用数学,数学类,数学类,黄色提示,黄色,计算机软件；数学统计天文,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：A+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
311006+14,中国农业大学,311006,14,机械类,机械类,机械类,黄色提示,黄色,水利农业工程；电子信息集成电路；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/国特；但硬实力不抵消方向/热度落差。
311006+18,中国农业大学,311006,18,数学与应用数学,数学类,数学类,黄色提示,黄色,水利农业工程；电子信息集成电路；计算机软件,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：C，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
316901+07,中国劳动关系学院,316901,07,戏剧影视文学,戏剧与影视学类,戏剧与影视学类,黄色提示,黄色,公管服务旅游；文史哲法社,与组内主体距离=3且热度落差较明显。
316901+08,中国劳动关系学院,316901,08,劳动教育,教育学类,教育学类,黄色提示,黄色,公管服务旅游；文史哲法社,与组内主体距离=3且热度落差较明显。
316902+15,中国劳动关系学院,316902,15,劳动教育,教育学类,教育学类,黄色提示,黄色,公管服务旅游；商科管理；经财金融,与组内主体距离=3且热度落差较明显。
316903+17,中国劳动关系学院,316903,17,应用统计学,统计学类,统计学类,黄色提示,黄色,计算机软件；数学统计天文；环境安全生态,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。
311107+18,中国地质大学(北京),311107,18,城市地下空间工程,土木类,土木类,黄色提示,黄色,地矿地球物理,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：B，有本专业相关博士点；但硬实力不抵消方向/热度落差。
311107+19,中国地质大学(北京),311107,19,智能建造,土木类,土木类,黄色提示,黄色,地矿地球物理,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：B，有本专业相关博士点；但硬实力不抵消方向/热度落差。
311107+20,中国地质大学(北京),311107,20,水文与水资源工程,水利类,水利类,黄色提示,黄色,地矿地球物理,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一/卓越工程；但硬实力不抵消方向/热度落差。
311108+26,中国地质大学(北京),311108,26,地理信息科学,地理科学类,地理科学类,黄色提示,黄色,物理力学大气海洋,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：C，有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
311108+27,中国地质大学(北京),311108,27,软件工程,计算机类,计算机类,黄色提示,黄色,物理力学大气海洋,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：B，有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
311109+37,中国地质大学(北京),311109,37,电气工程及其自动化,电气类,电气类,黄色提示,黄色,材料,与组内主体距离=3，属于弱相关方向。；硬实力提示：专业水平：省一；但硬实力不抵消方向/热度落差。
311109+39,中国地质大学(北京),311109,39,测控技术与仪器,仪器类,仪器类,黄色提示,黄色,材料,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：C，专业水平：省一；但硬实力不抵消方向/热度落差。
520502+08,中国地质大学(武汉),520502,08,通信工程,电子信息类,电子信息类,黄色提示,黄色,材料,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：C-，有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
520507+24,中国地质大学(武汉),520507,24,通信工程,电子信息类,电子信息类,黄色提示,黄色,材料,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：C-，有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
520507+25,中国地质大学(武汉),520507,25,测控技术与仪器,仪器类,仪器类,黄色提示,黄色,材料,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：C，专业水平：省一；但硬实力不抵消方向/热度落差。
520507+26,中国地质大学(武汉),520507,26,自动化,自动化类,自动化类,黄色提示,黄色,材料,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：C+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
520507+27,中国地质大学(武汉),520507,27,人工智能,电子信息类,电子信息类,黄色提示,黄色,材料,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：C-，有本专业相关硕士点；但硬实力不抵消方向/热度落差。
520507+36,中国地质大学(武汉),520507,36,电子信息类,电子信息类,电子信息类,黄色提示,黄色,材料,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：C-，有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
030603+11,中国民用航空飞行学院,030603,11,应用心理学,心理学类,心理学类,黄色提示,黄色,商科管理；公管服务旅游,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
030604+26,中国民用航空飞行学院,030604,26,飞行器设计与工程,航空航天类,航空航天类,黄色提示,黄色,航空航天；交通海洋工程；计算机软件；电子信息集成电路；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
030604+27,中国民用航空飞行学院,030604,27,信息与计算科学,数学类,数学类,黄色提示,黄色,航空航天；交通海洋工程；计算机软件；电子信息集成电路；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
030604+28,中国民用航空飞行学院,030604,28,航空航天工程,航空航天类,航空航天类,黄色提示,黄色,航空航天；交通海洋工程；计算机软件；电子信息集成电路；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
030604+31,中国民用航空飞行学院,030604,31,飞行器制造工程,航空航天类,航空航天类,黄色提示,黄色,航空航天；交通海洋工程；计算机软件；电子信息集成电路；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
030604+34,中国民用航空飞行学院,030604,34,飞行器动力工程,航空航天类,航空航天类,黄色提示,黄色,航空航天；交通海洋工程；计算机软件；电子信息集成电路；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：省一；但硬实力不抵消方向/热度落差。
030604+36,中国民用航空飞行学院,030604,36,飞行器适航技术,航空航天类,航空航天类,黄色提示,黄色,航空航天；交通海洋工程；计算机软件；电子信息集成电路；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
030604+38,中国民用航空飞行学院,030604,38,无人驾驶航空器系统工程,航空航天类,航空航天类,黄色提示,黄色,航空航天；交通海洋工程；计算机软件；电子信息集成电路；电气电力,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点；但硬实力不抵消方向/热度落差。
262113+26,中国海洋大学,262113,26,机械设计制造及其自动化,机械类,机械类,黄色提示,黄色,材料；计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
262117+42,中国海洋大学,262117,42,勘查技术与工程,地质类,地质类,黄色提示,黄色,物理力学大气海洋,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：C-，有本专业相关硕士点，专业水平：国一/卓越工程；但硬实力不抵消方向/热度落差。
311804+11,中国石油大学(北京),311804,11,环境工程,环境科学与工程类,环境科学与工程类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
311804+17,中国石油大学(北京),311804,17,安全工程,安全科学与工程类,安全科学与工程类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
750402+17,中国石油大学(北京)克拉玛依校区,750402,17,环境工程,环境科学与工程类,环境科学与工程类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：B-，有本专业相关博士点；但硬实力不抵消方向/热度落差。
750402+18,中国石油大学(北京)克拉玛依校区,750402,18,安全工程,安全科学与工程类,安全科学与工程类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点；但硬实力不抵消方向/热度落差。
264104+21,中国石油大学(华东),264104,21,安全工程,安全科学与工程类,安全科学与工程类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一/国特；但硬实力不抵消方向/热度落差。
264104+22,中国石油大学(华东),264104,22,建筑环境与能源应用工程,土木类,土木类,黄色提示,黄色,地矿地球物理,与组内主体距离=3且热度落差较明显。；硬实力提示：有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
264104+40,中国石油大学(华东),264104,40,应用物理学,物理学类,物理学类,黄色提示,黄色,地矿地球物理,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：C-，有本专业相关硕士点，专业水平：国一；但硬实力不抵消方向/热度落差。
122103+16,中国矿业大学,122103,16,安全科学与工程类,安全科学与工程类,安全科学与工程类,黄色提示,黄色,地矿地球物理；土木建筑,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：A+；五轮：A+，有本专业相关博士点，专业水平：国一/国特/双一流/国重；但硬实力不抵消方向/热度落差。
122103+27,中国矿业大学,122103,27,环境工程,环境科学与工程类,环境科学与工程类,黄色提示,黄色,地矿地球物理；土木建筑,与组内主体距离=3，属于弱相关方向。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
122106+48,中国矿业大学,122106,48,机械类,机械类,机械类,黄色提示,黄色,电气电力；计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一/国特/国重/省重；但硬实力不抵消方向/热度落差。
122106+58,中国矿业大学,122106,58,数学类,数学类,数学类,黄色提示,黄色,电气电力；计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
122106+62,中国矿业大学,122106,62,过程装备与控制工程,机械类,机械类,黄色提示,黄色,电气电力；计算机软件；电子信息集成电路；自动化仪器控制,虽有交叉基础或工程近邻关系，但与信息类核心就业路径不同，严格版需提示。；硬实力提示：学科评估：四轮：B+，有本专业相关博士点，专业水平：国一；但硬实力不抵消方向/热度落差。
